id,process_id,company,pankou,chupan_home_rating,chupan_pankou,chupan_away_rating,instant_home_rating,instant_pankou,instant_away_rating
321,63,韦德,盘口3,1.57,一球,0.58,0.59,平手/半球,1.51
322,63,明陞,盘口1,1.00,半球/一球,0.90,1.06,半球/一球,0.84
323,63,10BET,盘口1,1.00,半球/一球,0.90,1.06,半球/一球,0.84
324,63,10BET,盘口2,0.76,半球,1.12,0.78,半球,1.09
325,63,10BET,盘口3,0.55,平手/半球,1.51,0.55,平手/半球,1.51
326,63,10BET,盘口4,1.61,一球,0.52,1.61,一球,0.52
327,63,金宝博,盘口1,0.98,半球/一球,0.92,1.07,半球/一球,0.83
328,63,金宝博,盘口2,0.81,半球,1.09,0.80,半球,1.11
329,63,12bet,盘口1,1.00,半球/一球,0.90,1.06,半球/一球,0.84
330,63,利记,盘口1,1.07,半球/一球,0.83,1.09,半球/一球,0.81
331,63,盈禾,盘口1,0.97,半球/一球,0.92,1.06,半球/一球,0.83
332,63,盈禾,盘口2,0.81,半球,1.08,0.81,半球,1.08
333,63,盈禾,盘口3,0.81,半球,1.08,0.81,半球,1.08
334,63,18Bet,盘口1,1.00,半球/一球,0.90,1.07,半球/一球,0.83
335,63,18Bet,盘口2,0.81,半球,1.09,0.81,半球,1.10
336,64,ManbetX,盘口1,0.87,一球/球半,1.03,0.87,一球/球半,1.03
337,64,ManbetX,盘口2,1.11,球半,0.80,1.11,球半,0.80
338,64,Crown,盘口1,0.88,一球/球半,1.00,0.85,一球/球半,1.03
339,64,Crown,盘口2,1.09,球半,0.79,1.09,球半,0.79
340,64,Bet365,盘口1,0.89,一球/球半,1.04,0.89,一球/球半,1.04
341,64,Bet365,盘口2,0.57,一球,1.35,0.57,一球,1.35
342,64,Bet365,盘口3,1.08,球半,0.73,1.08,球半,0.73
343,64,Bet365,盘口4,1.38,球半/两球,0.55,1.38,球半/两球,0.55
344,64,韦德,盘口1,0.90,一球/球半,1.02,0.86,一球/球半,1.06
345,64,韦德,盘口2,1.17,球半,0.78,1.12,球半,0.80
346,64,韦德,盘口3,0.62,一球,1.47,0.59,一球,1.52
347,64,明陞,盘口1,1.05,一球/球半,0.85,0.87,一球/球半,1.03
348,64,10BET,盘口1,1.04,一球/球半,0.85,0.86,一球/球半,1.03
349,64,10BET,盘口2,1.14,球半,0.74,1.08,球半,0.79
350,64,10BET,盘口3,0.59,一球,1.43,0.59,一球,1.43
351,64,10BET,盘口4,1.52,球半/两球,0.55,1.52,球半/两球,0.55
352,64,金宝博,盘口1,1.02,一球/球半,0.88,0.87,一球/球半,1.03
353,64,金宝博,盘口2,1.11,球半,0.80,1.11,球半,0.80
354,64,12bet,盘口1,1.05,一球/球半,0.85,0.87,一球/球半,1.03
355,64,利记,盘口1,0.87,一球/球半,1.03,0.87,一球/球半,1.03
356,64,盈禾,盘口1,0.99,一球/球半,0.90,0.86,一球/球半,1.03
357,64,盈禾,盘口2,1.11,球半,0.79,1.11,球半,0.79
358,64,盈禾,盘口3,1.11,球半,0.79,1.11,球半,0.79
359,64,18Bet,盘口1,1.05,一球/球半,0.85,0.86,一球/球半,1.02
360,64,18Bet,盘口2,1.11,球半,0.80,1.11,球半,0.80
361,65,韦德,盘口1,0.99,受让平手/半球,0.92,1.00,受让平手/半球,0.92
362,65,韦德,盘口2,0.74,受让半球,1.24,0.74,受让半球,1.21
363,65,韦德,盘口3,1.50,平手,0.61,1.50,平手,0.59
364,66,韦德,盘口1,1.12,受让半球/一球,0.82,1.13,受让半球/一球,0.81
365,66,韦德,盘口2,0.80,受让一球,1.14,0.80,受让一球,1.12
366,66,韦德,盘口3,1.43,受让半球,0.64,1.42,受让半球,0.63
367,67,ManbetX,盘口1,0.90,一球/球半,1.00,0.91,一球/球半,0.99
368,67,ManbetX,盘口2,1.16,球半,0.76,1.17,球半,0.75
369,67,ManbetX,盘口3,0.60,一球,1.42,0.61,一球,1.40
370,67,Crown,盘口1,0.92,一球/球半,0.96,0.89,一球/球半,0.99
371,67,Crown,盘口2,1.19,球半,0.72,0.60,一球,1.38
372,67,Crown,盘口3,1.17,球半,0.73,1.16,球半,0.74
373,67,Bet365,盘口1,0.98,一球/球半,0.95,0.92,一球/球半,1.01
374,67,Bet365,盘口2,0.60,一球,1.30,0.60,一球,1.30
375,67,Bet365,盘口3,1.10,球半,0.70,1.10,球半,0.70
376,67,Bet365,盘口4,1.42,球半/两球,0.52,1.42,球半/两球,0.52
377,67,韦德,盘口1,0.92,一球/球半,0.98,0.93,一球/球半,0.98
378,67,韦德,盘口2,1.22,球半,0.75,1.23,球半,0.73
379,67,韦德,盘口3,0.62,一球,1.44,0.63,一球,1.43
380,67,明陞,盘口1,1.05,一球,0.85,0.92,一球/球半,1.00
381,67,明陞,盘口2,1.23,球半,0.73,1.23,球半,0.73
382,67,10BET,盘口1,0.78,一球,1.14,0.90,一球/球半,0.99
383,67,10BET,盘口2,0.78,一球,1.09,1.18,球半,0.71
384,67,10BET,盘口3,1.42,球半,0.59,0.59,一球,1.43
385,67,10BET,盘口4,1.62,球半/两球,0.52,1.61,球半/两球,0.52
386,67,金宝博,盘口1,1.05,一球/球半,0.85,0.91,一球/球半,0.99
387,67,金宝博,盘口2,1.20,球半,0.73,1.17,球半,0.75
388,67,金宝博,盘口3,0.62,一球,1.38,0.61,一球,1.40
389,67,12bet,盘口1,1.05,一球,0.85,0.92,一球/球半,1.00
390,67,12bet,盘口2,1.23,球半,0.73,1.23,球半,0.73
391,67,利记,盘口1,0.80,一球,1.11,0.89,一球/球半,1.03
392,67,利记,盘口2,1.19,球半,0.76,1.19,球半,0.76
393,67,盈禾,盘口1,1.04,一球/球半,0.85,0.90,一球/球半,0.99
394,67,盈禾,盘口2,1.20,球半,0.72,1.17,球半,0.74
395,67,盈禾,盘口3,0.62,一球,1.37,0.61,一球,1.39
396,67,18Bet,盘口1,0.93,一球/球半,0.97,0.89,一球/球半,0.99
397,67,18Bet,盘口2,1.19,球半,0.74,1.19,球半,0.74
398,67,18Bet,盘口3,0.62,一球,1.38,0.61,一球,1.40
399,68,ManbetX,盘口1,0.90,半球,1.00,0.88,半球,1.02
400,68,ManbetX,盘口2,1.19,半球/一球,0.74,1.16,半球/一球,0.76
401,68,ManbetX,盘口3,0.66,平手/半球,1.31,0.65,平手/半球,1.33
402,68,Crown,盘口1,0.94,半球,0.94,0.88,半球,1.00
403,68,Crown,盘口2,0.70,平手/半球,1.21,0.64,平手/半球,1.31
404,68,Crown,盘口3,1.21,半球/一球,0.70,1.14,半球/一球,0.75
405,68,Bet365,盘口1,0.98,半球,0.95,0.91,半球,1.02
406,68,Bet365,盘口2,0.65,平手/半球,1.20,0.60,平手/半球,1.30
407,68,Bet365,盘口3,1.20,半球/一球,0.65,1.10,半球/一球,0.70
408,68,Bet365,盘口4,1.75,一球,0.43,1.67,一球,0.45
409,68,韦德,盘口1,0.95,半球,0.96,0.91,半球,1.00
410,68,韦德,盘口2,1.28,半球/一球,0.71,1.21,半球/一球,0.74
411,68,韦德,盘口3,0.69,平手/半球,1.32,0.65,平手/半球,1.38
412,68,明陞,盘口1,0.95,半球,0.95,0.90,半球,1.02
413,68,明陞,盘口2,1.23,半球/一球,0.73,1.23,半球/一球,0.73
414,68,10BET,盘口1,0.95,半球,0.95,0.90,半球,1.00
415,68,10BET,盘口2,0.68,平手/半球,1.24,1.18,半球/一球,0.71
416,68,10BET,盘口3,1.28,半球/一球,0.66,0.66,平手/半球,1.29
417,68,10BET,盘口4,1.91,一球,0.43,1.91,一球,0.43
418,68,金宝博,盘口1,0.95,半球,0.95,0.88,半球,1.02
419,68,金宝博,盘口2,0.71,平手/半球,1.23,1.16,半球/一球,0.76
420,68,金宝博,盘口3,0.69,平手/半球,1.26,0.65,平手/半球,1.33
421,68,12bet,盘口1,0.95,半球,0.95,0.90,半球,1.02
422,68,12bet,盘口2,1.23,半球/一球,0.73,1.23,半球/一球,0.73
423,68,利记,盘口1,0.98,半球,0.92,0.92,半球,1.00
424,68,利记,盘口2,1.20,半球/一球,0.75,1.20,半球/一球,0.75
425,68,盈禾,盘口1,0.95,半球,0.94,0.89,半球,1.00
426,68,盈禾,盘口2,0.71,平手/半球,1.22,1.16,半球/一球,0.75
427,68,盈禾,盘口3,0.69,平手/半球,1.25,0.65,平手/半球,1.32
428,68,盈禾,盘口4,0.65,平手/半球,1.32,0.65,平手/半球,1.32
429,68,18Bet,盘口1,0.97,半球,0.94,0.89,半球,1.00
430,68,18Bet,盘口2,1.20,半球/一球,0.73,1.19,半球/一球,0.74
431,68,18Bet,盘口3,0.67,平手/半球,1.29,0.65,平手/半球,1.33
432,69,ManbetX,盘口1,1.06,半球/一球,0.84,1.06,半球/一球,0.84
433,69,ManbetX,盘口2,0.80,半球,1.11,0.80,半球,1.11
434,69,Crown,盘口1,1.08,半球/一球,0.80,1.05,半球/一球,0.83
435,69,Crown,盘口2,0.80,半球,1.08,0.80,半球,1.08
436,69,Bet365,盘口1,0.82,半球,1.11,0.82,半球,1.11
437,69,Bet365,盘口2,0.55,平手/半球,1.38,0.55,平手/半球,1.38
438,69,Bet365,盘口3,1.02,半球/一球,0.77,1.02,半球/一球,0.77
439,69,Bet365,盘口4,1.42,一球,0.52,1.42,一球,0.52
440,69,韦德,盘口1,1.08,半球/一球,0.83,1.09,半球/一球,0.84
441,69,韦德,盘口2,0.82,半球,1.09,0.82,半球,1.09
442,69,韦德,盘口3,1.60,一球,0.57,1.58,一球,0.57
443,69,明陞,盘口1,0.80,半球,1.11,0.80,半球,1.11
444,69,10BET,盘口1,0.81,半球,1.10,1.07,半球/一球,0.80
445,69,10BET,盘口2,1.11,半球/一球,0.76,0.81,半球,1.10
446,69,10BET,盘口3,0.59,平手/半球,1.42,0.59,平手/半球,1.42
447,69,10BET,盘口4,1.68,一球,0.50,1.68,一球,0.50
448,69,金宝博,盘口1,1.06,半球/一球,0.84,1.06,半球/一球,0.84
449,69,金宝博,盘口2,0.81,半球,1.09,0.80,半球,1.11
450,69,12bet,盘口1,0.80,半球,1.11,0.80,半球,1.11
451,69,利记,盘口1,0.87,半球,1.03,0.81,半球,1.09
452,69,盈禾,盘口1,1.06,半球/一球,0.83,1.06,半球/一球,0.83
453,69,盈禾,盘口2,0.81,半球,1.08,0.81,半球,1.08
454,69,盈禾,盘口3,0.81,半球,1.08,0.81,半球,1.08
455,69,18Bet,盘口1,0.80,半球,1.11,1.06,半球/一球,0.84
456,69,18Bet,盘口2,0.81,半球,1.10,0.80,半球,1.11
457,70,ManbetX,盘口1,1.05,平手,0.85,1.03,平手,0.87
458,70,ManbetX,盘口2,0.74,受让平手/半球,1.19,0.72,受让平手/半球,1.21
459,70,Crown,盘口1,1.07,平手,0.81,1.02,平手,0.86
460,70,Crown,盘口2,0.72,受让平手/半球,1.19,0.71,受让平手/半球,1.20
461,70,Bet365,盘口1,1.06,平手,0.87,1.05,平手,0.88
462,70,Bet365,盘口2,0.65,受让平手/半球,1.20,0.62,受让平手/半球,1.25
463,70,Bet365,盘口3,1.38,平手/半球,0.55,1.35,平手/半球,0.57
464,70,Bet365,盘口4,1.75,半球,0.43,1.75,半球,0.43
465,70,韦德,盘口1,1.11,平手,0.82,1.05,平手,0.87
466,70,韦德,盘口2,0.76,受让平手/半球,1.20,0.72,受让平手/半球,1.24
467,70,韦德,盘口3,1.55,平手/半球,0.59,1.46,平手/半球,0.61
468,70,明陞,盘口1,1.11,平手,0.80,1.04,平手,0.86
469,70,10BET,盘口1,1.10,平手,0.81,1.04,平手,0.86
470,70,10BET,盘口2,0.71,受让平手/半球,1.18,0.72,受让平手/半球,1.17
471,70,10BET,盘口3,1.40,平手/半球,0.60,1.40,平手/半球,0.60
472,70,10BET,盘口4,0.50,受让半球,1.66,0.50,受让半球,1.66
473,70,金宝博,盘口1,1.12,平手,0.79,1.03,平手,0.87
474,70,金宝博,盘口2,0.73,受让平手/半球,1.20,0.72,受让平手/半球,1.21
475,70,12bet,盘口1,1.11,平手,0.80,1.04,平手,0.86
476,70,利记,盘口1,1.03,平手,0.87,1.03,平手,0.87
477,70,盈禾,盘口1,1.12,平手,0.78,1.03,平手,0.86
478,70,盈禾,盘口2,0.73,受让平手/半球,1.19,0.72,受让平手/半球,1.20
479,70,18Bet,盘口1,1.11,平手,0.80,1.02,平手,0.86
480,70,18Bet,盘口2,0.73,受让平手/半球,1.20,0.72,受让平手/半球,1.21
481,71,韦德,盘口1,1.02,受让半球,0.90,1.01,受让半球,0.91
482,71,韦德,盘口2,0.76,受让半球/一球,1.20,0.75,受让半球/一球,1.20
483,71,韦德,盘口3,1.43,受让平手/半球,0.64,1.40,受让平手/半球,0.64
484,72,韦德,盘口1,0.85,受让一球/球半,1.08,0.85,受让一球/球半,1.08
485,72,韦德,盘口2,1.16,受让一球,0.79,1.14,受让一球,0.79
486,72,韦德,盘口3,0.67,受让球半,1.36,0.66,受让球半,1.35
487,73,ManbetX,盘口1,0.92,受让半球,0.98,0.94,受让半球,0.96
488,73,ManbetX,盘口2,1.25,受让平手/半球,0.70,1.26,受让平手/半球,0.69
489,73,ManbetX,盘口3,0.67,受让半球/一球,1.29,0.69,受让半球/一球,1.26
490,73,Crown,盘口1,0.87,受让半球,1.01,0.92,受让半球,0.96
491,73,Crown,盘口2,1.17,受让平手/半球,0.73,0.68,受让半球/一球,1.25
492,73,Crown,盘口3,1.21,受让平手/半球,0.70,1.23,受让平手/半球,0.69
493,73,Bet365,盘口1,1.18,受让平手/半球,0.77,0.93,受让半球,1.00
494,73,Bet365,盘口2,1.75,平手,0.43,1.20,受让平手/半球,0.65
495,73,Bet365,盘口3,0.77,受让半球,1.02,0.65,受让半球/一球,1.20
496,73,Bet365,盘口4,0.57,受让半球/一球,1.35,0.40,受让一球,1.85
497,73,韦德,盘口1,0.90,受让半球,1.02,0.89,受让半球,1.03
498,73,韦德,盘口2,1.25,受让平手/半球,0.73,1.23,受让平手/半球,0.73
499,73,韦德,盘口3,0.66,受让半球/一球,1.38,0.65,受让半球/一球,1.38
500,73,明陞,盘口1,1.00,受让平手/半球,0.90,0.92,受让半球,1.00
501,73,明陞,盘口2,1.28,受让平手/半球,0.70,1.28,受让平手/半球,0.70
502,73,10BET,盘口1,1.00,受让平手/半球,0.90,0.90,受让半球,1.00
503,73,10BET,盘口2,0.80,受让半球,1.07,1.23,受让平手/半球,0.69
504,73,10BET,盘口3,0.57,受让半球/一球,1.48,0.63,受让半球/一球,1.35
505,73,10BET,盘口4,1.95,平手,0.42,1.95,平手,0.42
506,73,金宝博,盘口1,1.11,受让平手/半球,0.80,0.94,受让半球,0.96
507,73,金宝博,盘口2,1.20,受让平手/半球,0.73,1.26,受让平手/半球,0.69
508,73,金宝博,盘口3,0.66,受让半球/一球,1.31,0.69,受让半球/一球,1.26
509,73,12bet,盘口1,1.00,受让平手/半球,0.90,0.92,受让半球,1.00
510,73,12bet,盘口2,1.28,受让平手/半球,0.70,1.28,受让平手/半球,0.70
511,73,利记,盘口1,1.11,受让平手/半球,0.80,0.90,受让半球,1.02
512,73,利记,盘口2,1.28,受让平手/半球,0.70,1.28,受让平手/半球,0.70
513,73,盈禾,盘口1,1.09,受让平手/半球,0.80,0.93,受让半球,0.96
514,73,盈禾,盘口2,1.19,受让平手/半球,0.73,1.25,受让平手/半球,0.69
515,73,盈禾,盘口3,0.66,受让半球/一球,1.30,0.69,受让半球/一球,1.25
516,73,盈禾,盘口4,0.69,受让半球/一球,1.25,0.69,受让半球/一球,1.25
517,73,18Bet,盘口1,1.19,受让平手/半球,0.74,0.91,受让半球,0.98
518,73,18Bet,盘口2,1.26,受让平手/半球,0.69,1.27,受让平手/半球,0.70
519,73,18Bet,盘口3,0.66,受让半球/一球,1.31,0.69,受让半球/一球,1.26
520,74,ManbetX,盘口1,0.81,一球/球半,1.09,0.86,一球/球半,1.04
521,74,ManbetX,盘口2,1.06,球半,0.84,1.12,球半,0.79
522,74,ManbetX,盘口3,1.35,球半/两球,0.64,1.42,球半/两球,0.60
523,74,Crown,盘口1,0.88,一球/球半,1.00,0.86,一球/球半,1.02
524,74,Crown,盘口2,1.13,球半,0.76,1.09,球半,0.79
525,74,Crown,盘口3,1.11,球半,0.78,1.40,球半/两球,0.59
526,74,Bet365,盘口1,0.90,一球/球半,1.03,0.89,一球/球半,1.04
527,74,Bet365,盘口2,0.57,一球,1.35,0.55,一球,1.38
528,74,Bet365,盘口3,1.08,球半,0.73,1.10,球半,0.70
529,74,Bet365,盘口4,1.38,球半/两球,0.55,1.42,球半/两球,0.52
530,74,韦德,盘口1,0.88,一球/球半,1.02,0.86,一球/球半,1.06
531,74,韦德,盘口2,1.16,球半,0.79,1.11,球半,0.80
532,74,韦德,盘口3,0.61,一球,1.46,0.59,一球,1.52
533,74,明陞,盘口1,0.95,一球/球半,0.95,0.90,一球/球半,1.02
534,74,明陞,盘口2,1.14,球半,0.80,1.14,球半,0.80
535,74,10BET,盘口1,0.95,一球/球半,0.95,0.88,一球/球半,1.02
536,74,10BET,盘口2,1.09,球半,0.78,1.09,球半,0.78
537,74,10BET,盘口3,1.45,球半/两球,0.58,1.45,球半/两球,0.58
538,74,10BET,盘口4,0.57,一球,1.46,0.58,一球,1.46
539,74,金宝博,盘口1,0.90,一球/球半,1.00,0.86,一球/球半,1.04
540,74,金宝博,盘口2,1.13,球半,0.78,1.12,球半,0.79
541,74,金宝博,盘口3,0.61,一球,1.40,1.42,球半/两球,0.60
542,74,12bet,盘口1,0.95,一球/球半,0.95,0.90,一球/球半,1.02
543,74,12bet,盘口2,1.14,球半,0.80,1.14,球半,0.80
544,74,利记,盘口1,0.88,一球/球半,1.02,0.88,一球/球半,1.04
545,74,利记,盘口2,1.11,球半,0.82,1.11,球半,0.82
546,74,盈禾,盘口1,0.91,一球/球半,0.98,0.87,一球/球半,1.02
547,74,盈禾,盘口2,1.14,球半,0.76,1.11,球半,0.79
548,74,盈禾,盘口3,0.61,一球,1.39,1.42,球半/两球,0.59
549,74,盈禾,盘口4,1.35,球半/两球,0.63,1.42,球半/两球,0.59
550,74,18Bet,盘口1,0.89,一球/球半,1.02,0.87,一球/球半,1.02
551,74,18Bet,盘口2,1.12,球半,0.79,1.11,球半,0.80
552,74,18Bet,盘口3,0.61,一球,1.40,1.42,球半/两球,0.60
553,75,ManbetX,盘口1,0.95,球半/两球,0.95,0.95,球半/两球,0.95
554,75,ManbetX,盘口2,0.75,球半,1.17,0.75,球半,1.17
555,75,Crown,盘口1,0.93,球半/两球,0.95,0.94,球半/两球,0.94
556,75,Crown,盘口2,0.74,球半,1.16,0.74,球半,1.16
557,75,Bet365,盘口1,0.96,球半/两球,0.97,0.97,球半/两球,0.96
558,75,Bet365,盘口2,0.70,球半,1.10,0.70,球半,1.10
559,75,Bet365,盘口3,1.20,两球,0.65,1.20,两球,0.65
560,75,Bet365,盘口4,1.42,两球/两球半,0.52,1.42,两球/两球半,0.52
561,75,韦德,盘口1,0.96,球半/两球,0.95,0.93,球半/两球,0.98
562,75,韦德,盘口2,0.76,球半,1.20,0.73,球半,1.23
563,75,韦德,盘口3,1.31,两球,0.70,1.24,两球,0.72
564,75,明陞,盘口1,0.95,球半/两球,0.95,0.95,球半/两球,0.95
565,75,10BET,盘口1,0.95,球半/两球,0.95,0.97,球半/两球,0.93
566,75,10BET,盘口2,0.76,球半,1.12,0.76,球半,1.12
567,75,10BET,盘口3,1.35,两球,0.63,1.35,两球,0.63
568,75,10BET,盘口4,0.55,一球/球半,1.53,0.55,一球/球半,1.53
569,75,金宝博,盘口1,0.91,球半/两球,0.99,0.95,球半/两球,0.95
570,75,金宝博,盘口2,0.75,球半,1.17,0.75,球半,1.17
571,75,12bet,盘口1,0.95,球半/两球,0.95,0.95,球半/两球,0.95
572,75,利记,盘口1,0.99,球半/两球,0.91,0.95,球半/两球,0.95
573,75,盈禾,盘口1,0.91,球半/两球,0.98,0.95,球半/两球,0.94
574,75,盈禾,盘口2,0.75,球半,1.16,0.75,球半,1.16
575,75,18Bet,盘口1,0.95,球半/两球,0.95,0.94,球半/两球,0.94
576,75,18Bet,盘口2,0.75,球半,1.17,0.75,球半,1.17
577,76,ManbetX,盘口1,1.03,平手,0.87,1.03,平手,0.87
578,76,ManbetX,盘口2,0.72,受让平手/半球,1.21,0.72,受让平手/半球,1.21
579,76,Crown,盘口1,0.76,受让平手/半球,1.13,1.02,平手,0.86
580,76,Crown,盘口2,0.71,受让平手/半球,1.20,0.71,受让平手/半球,1.20
581,76,Bet365,盘口1,1.04,平手,0.89,1.04,平手,0.89
582,76,Bet365,盘口2,0.62,受让平手/半球,1.25,0.62,受让平手/半球,1.25
583,76,Bet365,盘口3,1.38,平手/半球,0.55,1.38,平手/半球,0.55
584,76,Bet365,盘口4,1.75,半球,0.43,1.75,半球,0.43
585,76,韦德,盘口1,1.08,平手,0.85,1.05,平手,0.87
586,76,韦德,盘口2,0.74,受让平手/半球,1.24,0.72,受让平手/半球,1.24
587,76,韦德,盘口3,1.50,平手/半球,0.61,1.46,平手/半球,0.61
588,76,明陞,盘口1,1.11,平手,0.80,1.02,平手,0.88
589,76,10BET,盘口1,1.10,平手,0.81,1.02,平手,0.88
590,76,10BET,盘口2,0.67,受让平手/半球,1.27,0.69,受让平手/半球,1.23
591,76,10BET,盘口3,1.44,平手/半球,0.58,1.44,平手/半球,0.58
592,76,10BET,盘口4,0.51,受让半球,1.63,0.51,受让半球,1.63
593,76,金宝博,盘口1,0.83,受让平手/半球,1.07,1.03,平手,0.87
594,76,金宝博,盘口2,0.72,受让平手/半球,1.21,0.72,受让平手/半球,1.21
595,76,12bet,盘口1,1.11,平手,0.80,1.02,平手,0.88
596,76,利记,盘口1,1.02,平手,0.88,1.02,平手,0.88
597,76,盈禾,盘口1,0.83,受让平手/半球,1.06,1.03,平手,0.86
598,76,盈禾,盘口2,0.72,受让平手/半球,1.20,0.72,受让平手/半球,1.20
599,76,18Bet,盘口1,1.11,平手,0.80,1.01,平手,0.87
600,76,18Bet,盘口2,0.72,受让平手/半球,1.21,0.72,受让平手/半球,1.21
601,77,韦德,盘口1,0.95,受让一球/球半,0.96,0.95,受让一球/球半,0.96
602,77,韦德,盘口2,0.73,受让球半,1.25,0.72,受让球半,1.24
603,77,韦德,盘口3,1.35,受让一球,0.67,1.34,受让一球,0.67
604,78,韦德,盘口1,0.85,半球,1.08,0.85,半球,1.07
605,78,韦德,盘口2,1.13,半球/一球,0.81,1.12,半球/一球,0.80
606,78,韦德,盘口3,0.60,平手/半球,1.51,0.60,平手/半球,1.49
607,79,ManbetX,盘口1,0.91,一球,0.99,0.91,一球,0.99
608,79,ManbetX,盘口2,1.19,一球/球半,0.74,1.19,一球/球半,0.74
609,79,ManbetX,盘口3,0.68,半球/一球,1.28,0.67,半球/一球,1.29
610,79,Crown,盘口1,0.98,一球,0.90,0.90,一球,0.98
611,79,Crown,盘口2,0.69,半球/一球,1.23,0.67,半球/一球,1.26
612,79,Crown,盘口3,1.23,一球/球半,0.69,1.19,一球/球半,0.72
613,79,Bet365,盘口1,0.80,半球/一球,1.14,0.92,一球,1.01
614,79,Bet365,盘口2,0.60,半球,1.30,0.65,半球/一球,1.20
615,79,Bet365,盘口3,1.02,一球,0.77,1.15,一球/球半,0.68
616,79,Bet365,盘口4,1.35,一球/球半,0.57,1.42,球半,0.52
617,79,韦德,盘口1,0.97,一球,0.93,0.88,一球,1.04
618,79,韦德,盘口2,0.71,半球/一球,1.25,1.19,一球/球半,0.76
619,79,韦德,盘口3,1.31,一球/球半,0.70,0.65,半球/一球,1.37
620,79,明陞,盘口1,0.90,半球/一球,1.00,0.93,一球,0.99
621,79,明陞,盘口2,1.28,一球/球半,0.70,1.27,一球/球半,0.71
622,79,10BET,盘口1,0.85,半球/一球,1.04,0.90,一球,0.99
623,79,10BET,盘口2,1.11,一球,0.76,1.24,一球/球半,0.68
624,79,10BET,盘口3,0.60,半球,1.40,1.28,一球/球半,0.66
625,79,10BET,盘口4,1.66,球半,0.51,1.65,球半,0.51
626,79,金宝博,盘口1,0.77,半球/一球,1.14,0.91,一球,0.99
627,79,金宝博,盘口2,0.72,半球/一球,1.21,1.19,一球/球半,0.74
628,79,金宝博,盘口3,1.25,一球/球半,0.70,0.67,半球/一球,1.29
629,79,12bet,盘口1,0.90,半球/一球,1.00,0.93,一球,0.99
630,79,12bet,盘口2,1.28,一球/球半,0.70,1.27,一球/球半,0.71
631,79,利记,盘口1,0.81,半球/一球,1.09,0.88,一球,1.04
632,79,利记,盘口2,0.66,半球/一球,1.35,1.21,一球/球半,0.74
633,79,盈禾,盘口1,0.78,半球/一球,1.12,0.91,一球,0.98
634,79,盈禾,盘口2,0.73,半球/一球,1.19,1.20,一球/球半,0.72
635,79,盈禾,盘口3,1.25,一球/球半,0.69,0.68,半球/一球,1.27
636,79,盈禾,盘口4,1.21,一球/球半,0.71,1.20,一球/球半,0.72
637,79,18Bet,盘口1,0.71,半球/一球,1.24,0.89,一球,0.99
638,79,18Bet,盘口2,0.64,半球/一球,1.35,1.21,一球/球半,0.73
639,79,18Bet,盘口3,0.66,半球/一球,1.32,0.68,半球/一球,1.29
640,80,ManbetX,盘口1,0.88,平手/半球,1.02,0.86,平手/半球,1.04
641,80,ManbetX,盘口2,1.17,半球,0.75,1.16,半球,0.76
642,80,ManbetX,盘口3,0.59,平手,1.44,0.57,平手,1.49
643,80,Crown,盘口1,0.90,平手/半球,0.98,0.86,平手/半球,1.02
644,80,Crown,盘口2,1.19,半球,0.72,0.56,平手,1.47
