id,process_id,company,pankou,chupan_bigball_rating,chupan_pankou,chupan_smallball_rating,instant_bigball_rating,instant_pankou,instant_smallball_rating
1,49,ManbetX,盘口1,0.92,2/2.5,0.98,0.91,2/2.5,0.99
2,49,ManbetX,盘口2,1.17,2.5,0.75,1.19,2.5,0.74
3,49,ManbetX,盘口3,0.64,2,1.35,0.63,2,1.36
4,49,Crown,盘口1,0.85,2/2.5,1.01,0.91,2/2.5,0.95
5,49,Crown,盘口2,1.12,2.5,0.75,0.62,2,1.31
6,49,Crown,盘口3,1.17,2.5,0.71,1.14,2.5,0.73
7,49,Bet365,盘口1,0.93,2/2.5,0.97,0.92,2/2.5,0.98
8,49,韦德,盘口1,0.85,2/2.5,1.05,0.92,2/2.5,0.95
9,49,韦德,盘口2,1.12,2.5,0.80,1.20,2.5,0.73
10,49,韦德,盘口3,0.60,2,1.50,0.65,2,1.35
11,49,明陞,盘口1,0.90,2/2.5,1.00,0.91,2/2.5,0.99
12,49,明陞,盘口2,1.27,2.5,0.69,1.20,2.5,0.73
13,49,10BET,盘口1,0.87,2/2.5,0.98,0.90,2/2.5,0.95
14,49,10BET,盘口2,1.09,2.5,0.74,1.16,2.5,0.69
15,49,10BET,盘口3,0.57,2,1.42,0.57,2,1.42
16,49,10BET,盘口4,1.44,2.5/3,0.55,1.44,2.5/3,0.56
17,49,金宝博,盘口1,0.90,2/2.5,1.00,0.91,2/2.5,0.99
18,49,金宝博,盘口2,1.14,2.5,0.77,1.19,2.5,0.74
19,49,金宝博,盘口3,0.64,2,1.35,0.63,2,1.36
20,49,12bet,盘口1,0.90,2/2.5,1.00,0.91,2/2.5,0.99
21,49,12bet,盘口2,1.27,2.5,0.69,1.20,2.5,0.73
22,49,利记,盘口1,0.94,2/2.5,0.96,0.94,2/2.5,0.96
23,49,利记,盘口2,1.23,2.5,0.71,1.23,2.5,0.71
24,49,盈禾,盘口1,0.91,2/2.5,0.96,0.92,2/2.5,0.95
25,49,盈禾,盘口2,1.14,2.5,0.74,1.16,2.5,0.73
26,49,盈禾,盘口3,0.64,2,1.30,0.63,2,1.32
27,49,盈禾,盘口4,0.63,2,1.32,0.63,2,1.32
28,49,18Bet,盘口1,0.92,2/2.5,0.98,0.91,2/2.5,0.97
29,49,18Bet,盘口2,1.19,2.5,0.72,1.21,2.5,0.73
30,49,18Bet,盘口3,0.64,2,1.31,0.63,2,1.36
31,49,立博,盘口1,0.50,2.5,1.50,1.20,2.5,0.67
32,49,立博,盘口2,0.15,1.5,4.25,0.40,1.5,2.00
33,49,立博,盘口3,1.25,3.5,0.62,3.00,3.5,0.25
34,49,立博,盘口4,0.03,0.5,18.00,0.08,0.5,7.50
35,50,ManbetX,盘口1,0.91,2/2.5,0.99,0.95,2/2.5,0.95
36,50,ManbetX,盘口2,1.17,2.5,0.75,1.21,2.5,0.72
37,50,ManbetX,盘口3,0.62,2,1.38,0.65,2,1.33
38,50,Crown,盘口1,0.82,2/2.5,1.04,0.94,2/2.5,0.92
39,50,Crown,盘口2,1.06,2.5,0.80,0.65,2,1.26
40,50,Crown,盘口3,0.61,2,1.33,1.19,2.5,0.70
41,50,Bet365,盘口1,1.07,2.5,0.83,0.95,2/2.5,0.95
42,50,韦德,盘口1,0.85,2/2.5,1.02,0.95,2/2.5,0.95
43,50,韦德,盘口2,1.10,2.5,0.80,1.20,2.5,0.73
44,50,韦德,盘口3,0.60,2,1.45,0.67,2,1.30
45,50,明陞,盘口1,0.90,2.5,1.00,0.95,2/2.5,0.95
46,50,明陞,盘口2,0.68,2,1.28,1.25,2.5,0.70
47,50,10BET,盘口1,0.87,2.5,0.98,0.91,2/2.5,0.93
48,50,10BET,盘口2,1.08,2.5/3,0.75,1.16,2.5,0.69
49,50,10BET,盘口3,0.63,2/2.5,1.28,0.59,2,1.37
50,50,10BET,盘口4,1.49,2.5/3,0.54,1.49,2.5/3,0.54
51,50,金宝博,盘口1,0.95,2.5,0.95,0.95,2/2.5,0.95
52,50,金宝博,盘口2,1.08,2.5,0.82,1.21,2.5,0.72
53,50,金宝博,盘口3,0.62,2,1.38,0.65,2,1.33
54,50,12bet,盘口1,0.90,2.5,1.00,0.95,2/2.5,0.95
55,50,12bet,盘口2,0.68,2,1.28,1.25,2.5,0.70
56,50,利记,盘口1,0.95,2.5,0.95,0.95,2/2.5,0.95
57,50,利记,盘口2,0.95,2/2.5,0.95,1.17,2.5,0.75
58,50,盈禾,盘口1,0.94,2.5,0.93,0.95,2/2.5,0.92
59,50,盈禾,盘口2,1.07,2.5,0.80,1.20,2.5,0.70
60,50,盈禾,盘口3,0.62,2,1.34,0.66,2,1.27
61,50,盈禾,盘口4,0.66,2,1.27,0.66,2,1.27
62,50,18Bet,盘口1,1.09,2.5,0.82,0.94,2/2.5,0.94
63,50,18Bet,盘口2,1.19,2.5,0.74,1.21,2.5,0.72
64,50,18Bet,盘口3,0.62,2,1.35,0.65,2,1.33
65,50,立博,盘口1,0.80,2.5,0.95,1.15,2.5,0.67
66,50,立博,盘口2,0.25,1.5,2.80,0.36,1.5,2.00
67,50,立博,盘口3,2.00,3.5,0.36,2.90,3.5,0.25
68,50,立博,盘口4,0.05,0.5,11.00,0.08,0.5,8.00
69,51,ManbetX,盘口1,1.01,2/2.5,0.89,1.01,2/2.5,0.89
70,51,ManbetX,盘口2,0.69,2,1.26,0.69,2,1.26
71,51,Crown,盘口1,0.98,2/2.5,0.88,0.98,2/2.5,0.88
72,51,Crown,盘口2,0.68,2,1.21,0.68,2,1.21
73,51,Bet365,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
74,51,韦德,盘口1,1.02,2/2.5,0.89,1.02,2/2.5,0.88
75,51,韦德,盘口2,0.70,2,1.25,0.73,2,1.20
76,51,韦德,盘口3,1.30,2.5,0.67,1.30,2.5,0.67
77,51,明陞,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
78,51,10BET,盘口1,0.98,2/2.5,0.87,0.98,2/2.5,0.87
79,51,10BET,盘口2,0.67,2,1.21,0.67,2,1.21
80,51,10BET,盘口3,1.26,2.5,0.64,1.26,2.5,0.64
81,51,10BET,盘口4,0.50,1.5/2,1.60,0.50,1.5/2,1.60
82,51,金宝博,盘口1,1.01,2/2.5,0.89,1.01,2/2.5,0.89
83,51,金宝博,盘口2,0.69,2,1.26,0.69,2,1.26
84,51,金宝博,盘口3,0.94,2.5,0.96,0.94,2.5,0.96
85,51,12bet,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
86,51,利记,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
87,51,盈禾,盘口1,0.99,2/2.5,0.88,0.99,2/2.5,0.88
88,51,盈禾,盘口2,0.69,2,1.22,0.69,2,1.22
89,51,盈禾,盘口3,0.69,2,1.22,0.69,2,1.22
90,51,18Bet,盘口1,1.00,2/2.5,0.90,0.99,2/2.5,0.89
91,51,18Bet,盘口2,0.69,2,1.23,0.69,2,1.26
92,51,立博,盘口1,1.25,2.5,0.62,1.25,2.5,0.62
93,51,立博,盘口2,0.40,1.5,1.88,0.40,1.5,1.88
94,51,立博,盘口3,3.20,3.5,0.22,3.20,3.5,0.22
95,51,立博,盘口4,0.09,0.5,7.00,0.09,0.5,7.00
96,52,ManbetX,盘口1,0.87,2.5,1.03,0.83,2.5,1.07
97,52,ManbetX,盘口2,1.12,2.5/3,0.79,1.08,2.5/3,0.82
98,52,Crown,盘口1,1.03,2.5/3,0.83,0.84,2.5,1.02
99,52,Crown,盘口2,1.09,2.5/3,0.77,1.05,2.5/3,0.81
100,52,Bet365,盘口1,1.10,2.5/3,0.80,0.84,2.5,1.06
101,52,韦德,盘口1,0.87,2.5,1.02,0.85,2.5,1.05
102,52,韦德,盘口2,1.10,2.5/3,0.80,1.08,2.5/3,0.80
103,52,韦德,盘口3,0.65,2/2.5,1.35,0.62,2/2.5,1.38
104,52,明陞,盘口1,1.05,2.5/3,0.85,0.85,2.5,1.05
105,52,10BET,盘口1,1.03,2.5/3,0.84,0.85,2.5,1.01
106,52,10BET,盘口2,1.02,2.5/3,0.81,1.11,2.5/3,0.72
107,52,10BET,盘口3,0.60,2/2.5,1.34,0.60,2/2.5,1.34
108,52,10BET,盘口4,1.42,3,0.56,1.42,3,0.56
109,52,金宝博,盘口1,1.06,2.5/3,0.84,0.83,2.5,1.07
110,52,金宝博,盘口2,1.13,2.5/3,0.78,1.08,2.5/3,0.82
111,52,12bet,盘口1,1.05,2.5/3,0.85,0.85,2.5,1.05
112,52,利记,盘口1,1.05,2.5/3,0.85,1.07,2.5/3,0.83
113,52,盈禾,盘口1,1.04,2.5/3,0.83,0.85,2.5,1.02
114,52,盈禾,盘口2,1.11,2.5/3,0.77,1.06,2.5/3,0.81
115,52,盈禾,盘口3,1.09,2.5/3,0.78,1.06,2.5/3,0.81
116,52,18Bet,盘口1,1.05,2.5/3,0.85,0.84,2.5,1.06
117,52,18Bet,盘口2,1.10,2.5/3,0.80,1.07,2.5/3,0.82
118,52,立博,盘口1,0.83,2.5,0.95,0.85,2.5,0.91
119,52,立博,盘口2,0.25,1.5,2.75,0.29,1.5,2.60
120,52,立博,盘口3,2.10,3.5,0.36,3.20,3.5,0.22
121,52,立博,盘口4,0.05,0.5,11.00,0.09,0.5,7.00
122,53,韦德,盘口1,1.02,2/2.5,0.88,1.02,2/2.5,0.87
123,53,韦德,盘口2,0.73,2,1.22,0.73,2,1.20
124,53,韦德,盘口3,1.30,2.5,0.67,1.30,2.5,0.67
125,54,韦德,盘口1,1.02,2/2.5,0.88,1.02,2/2.5,0.87
126,54,韦德,盘口2,0.73,2,1.22,0.73,2,1.20
127,54,韦德,盘口3,1.30,2.5,0.67,1.30,2.5,0.67
128,55,ManbetX,盘口1,1.03,2,0.87,1.03,2,0.87
129,55,ManbetX,盘口2,0.73,1.5/2,1.20,0.73,1.5/2,1.20
130,55,ManbetX,盘口3,1.36,2/2.5,0.63,1.36,2/2.5,0.63
131,55,Crown,盘口1,0.98,2,0.88,1.00,2,0.86
132,55,Crown,盘口2,1.26,2/2.5,0.65,1.31,2/2.5,0.62
133,55,Crown,盘口3,0.72,1.5/2,1.16,0.72,1.5/2,1.16
134,55,Bet365,盘口1,1.30,2/2.5,0.68,1.03,2,0.87
135,55,韦德,盘口1,1.00,2,0.88,1.00,2,0.90
136,55,韦德,盘口2,0.73,1.5/2,1.20,0.73,1.5/2,1.20
137,55,韦德,盘口3,1.30,2/2.5,0.65,1.30,2/2.5,0.65
138,55,明陞,盘口1,0.95,2/2.5,0.95,1.03,2,0.87
139,55,明陞,盘口2,0.72,1.5/2,1.22,0.72,1.5/2,1.22
140,55,10BET,盘口1,0.92,2/2.5,0.92,1.01,2,0.85
141,55,10BET,盘口2,0.67,2,1.21,0.70,1.5/2,1.15
142,55,10BET,盘口3,1.26,2.5,0.64,1.38,2/2.5,0.58
143,55,10BET,盘口4,0.54,1.5,1.47,0.54,1.5,1.47
144,55,金宝博,盘口1,1.05,2/2.5,0.85,1.03,2,0.87
145,55,金宝博,盘口2,1.33,2/2.5,0.65,0.73,1.5/2,1.20
146,55,金宝博,盘口3,1.38,2/2.5,0.62,1.36,2/2.5,0.63
147,55,12bet,盘口1,0.95,2/2.5,0.95,1.03,2,0.87
148,55,12bet,盘口2,0.72,1.5/2,1.22,0.72,1.5/2,1.22
149,55,利记,盘口1,1.00,2/2.5,0.90,1.02,2,0.88
150,55,利记,盘口2,0.74,1.5/2,1.19,0.74,1.5/2,1.19
151,55,盈禾,盘口1,1.09,2/2.5,0.78,1.01,2,0.86
152,55,盈禾,盘口2,1.27,2/2.5,0.65,0.73,1.5/2,1.16
153,55,盈禾,盘口3,1.35,2/2.5,0.61,1.33,2/2.5,0.62
154,55,盈禾,盘口4,1.33,2/2.5,0.62,1.33,2/2.5,0.62
155,55,18Bet,盘口1,1.30,2/2.5,0.67,1.02,2,0.86
156,55,18Bet,盘口2,0.73,1.5/2,1.17,0.73,1.5/2,1.20
157,55,18Bet,盘口3,1.35,2/2.5,0.62,1.36,2/2.5,0.63
158,55,立博,盘口1,1.50,2.5,0.50,1.62,2.5,0.50
159,55,立博,盘口2,0.50,1.5,1.55,0.53,1.5,1.45
160,55,立博,盘口3,4.00,3.5,0.18,4.25,3.5,0.15
161,55,立博,盘口4,0.11,0.5,6.00,0.11,0.5,5.50
162,56,ManbetX,盘口1,1.00,2/2.5,0.90,0.98,2/2.5,0.92
163,56,ManbetX,盘口2,1.26,2.5,0.69,1.25,2.5,0.70
164,56,ManbetX,盘口3,0.69,2,1.26,0.68,2,1.28
165,56,Crown,盘口1,0.87,2/2.5,0.99,0.96,2/2.5,0.90
166,56,Crown,盘口2,1.12,2.5,0.75,1.20,2.5,0.69
167,56,Crown,盘口3,0.67,2,1.23,0.67,2,1.23
168,56,Bet365,盘口1,1.11,2.5,0.79,0.96,2/2.5,0.94
169,56,韦德,盘口1,0.90,2/2.5,1.00,0.95,2/2.5,0.92
170,56,韦德,盘口2,1.15,2.5,0.77,1.22,2.5,0.70
171,56,韦德,盘口3,0.62,2,1.40,0.67,2,1.30
172,56,明陞,盘口1,0.90,2.5,1.00,0.92,2/2.5,0.98
173,56,明陞,盘口2,1.25,2.5,0.70,1.25,2.5,0.70
174,56,10BET,盘口1,0.87,2.5,0.98,0.92,2/2.5,0.92
175,56,10BET,盘口2,0.72,2/2.5,1.12,1.19,2.5,0.68
176,56,10BET,盘口3,1.24,2.5/3,0.66,0.61,2,1.33
177,56,10BET,盘口4,1.53,2.5/3,0.52,1.53,2.5/3,0.52
178,56,金宝博,盘口1,1.05,2.5,0.85,0.98,2/2.5,0.92
179,56,金宝博,盘口2,1.17,2.5,0.75,1.25,2.5,0.70
180,56,金宝博,盘口3,0.68,2,1.28,0.68,2,1.28
181,56,12bet,盘口1,0.90,2.5,1.00,0.92,2/2.5,0.98
182,56,12bet,盘口2,1.25,2.5,0.70,1.25,2.5,0.70
183,56,利记,盘口1,0.96,2.5,0.94,0.98,2/2.5,0.92
184,56,利记,盘口2,0.98,2/2.5,0.92,1.21,2.5,0.72
185,56,盈禾,盘口1,1.02,2.5,0.85,0.97,2/2.5,0.90
186,56,盈禾,盘口2,1.13,2.5,0.75,1.21,2.5,0.69
187,56,盈禾,盘口3,0.68,2,1.24,0.68,2,1.24
188,56,盈禾,盘口4,0.68,2,1.24,0.68,2,1.24
189,56,18Bet,盘口1,1.16,2.5,0.76,0.95,2/2.5,0.93
190,56,18Bet,盘口2,1.20,2.5,0.72,1.24,2.5,0.71
191,56,18Bet,盘口3,0.68,2,1.25,0.68,2,1.28
192,56,立博,盘口1,1.00,2.5,0.80,1.25,2.5,0.62
193,56,立博,盘口2,0.33,1.5,2.30,0.40,1.5,1.88
194,56,立博,盘口3,2.40,3.5,0.30,3.20,3.5,0.22
195,56,立博,盘口4,0.06,0.5,9.00,0.08,0.5,7.00
196,57,ManbetX,盘口1,0.99,2/2.5,0.91,0.99,2/2.5,0.91
197,57,ManbetX,盘口2,0.69,2,1.26,0.69,2,1.26
198,57,Crown,盘口1,0.93,2/2.5,0.93,0.98,2/2.5,0.88
199,57,Crown,盘口2,0.67,2,1.23,0.68,2,1.21
200,57,Bet365,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
201,57,韦德,盘口1,0.92,2/2.5,0.95,1.02,2/2.5,0.89
202,57,韦德,盘口2,1.20,2.5,0.73,0.70,2,1.22
203,57,韦德,盘口3,0.65,2,1.35,1.28,2.5,0.67
204,57,明陞,盘口1,0.95,2/2.5,0.95,0.99,2/2.5,0.91
205,57,10BET,盘口1,0.92,2/2.5,0.92,0.97,2/2.5,0.88
206,57,10BET,盘口2,1.17,2.5,0.68,1.24,2.5,0.66
207,57,10BET,盘口3,0.65,2,1.25,0.65,2,1.25
208,57,10BET,盘口4,0.49,1.5/2,1.62,0.49,1.5/2,1.62
209,57,金宝博,盘口1,0.94,2/2.5,0.96,0.99,2/2.5,0.91
210,57,金宝博,盘口2,0.68,2,1.28,0.69,2,1.26
211,57,12bet,盘口1,0.95,2/2.5,0.95,0.99,2/2.5,0.91
212,57,利记,盘口1,0.95,2/2.5,0.95,1.01,2/2.5,0.89
213,57,盈禾,盘口1,0.94,2/2.5,0.93,0.99,2/2.5,0.88
214,57,盈禾,盘口2,0.68,2,1.24,0.69,2,1.22
215,57,盈禾,盘口3,0.69,2,1.22,0.69,2,1.22
216,57,18Bet,盘口1,0.95,2/2.5,0.95,0.99,2/2.5,0.89
217,57,18Bet,盘口2,0.68,2,1.25,0.69,2,1.26
218,57,立博,盘口1,1.25,2.5,0.62,1.25,2.5,0.62
219,57,立博,盘口2,0.40,1.5,1.90,0.40,1.5,1.80
220,57,立博,盘口3,3.20,3.5,0.22,3.25,3.5,0.22
221,57,立博,盘口4,0.08,0.5,7.50,0.08,0.5,7.00
222,58,ManbetX,盘口1,0.85,2.5,1.05,0.85,2.5,1.05
223,58,ManbetX,盘口2,1.11,2.5/3,0.80,1.11,2.5/3,0.80
224,58,Crown,盘口1,1.06,2.5/3,0.80,0.85,2.5,1.01
225,58,Crown,盘口2,1.09,2.5/3,0.77,1.07,2.5/3,0.79
226,58,Bet365,盘口1,1.09,2.5/3,0.81,0.85,2.5,1.05
227,58,韦德,盘口1,0.87,2.5,1.02,1.02,2.5/3,0.87
228,58,韦德,盘口2,1.10,2.5/3,0.80,0.80,2.5,1.08
229,58,韦德,盘口3,0.65,2/2.5,1.38,1.40,3,0.62
230,58,明陞,盘口1,1.05,2.5/3,0.85,0.85,2.5,1.05
231,58,10BET,盘口1,1.03,2.5/3,0.84,0.84,2.5,1.03
232,58,10BET,盘口2,1.02,2.5/3,0.81,1.03,2.5/3,0.80
233,58,10BET,盘口3,0.60,2/2.5,1.34,0.60,2/2.5,1.34
234,58,10BET,盘口4,1.42,3,0.56,1.42,3,0.56
235,58,金宝博,盘口1,1.02,2.5/3,0.88,0.85,2.5,1.05
236,58,金宝博,盘口2,1.13,2.5/3,0.78,1.11,2.5/3,0.80
237,58,12bet,盘口1,1.05,2.5/3,0.85,0.85,2.5,1.05
238,58,利记,盘口1,1.05,2.5/3,0.85,1.08,2.5/3,0.82
239,58,盈禾,盘口1,1.02,2.5/3,0.85,0.86,2.5,1.01
240,58,盈禾,盘口2,1.11,2.5/3,0.77,1.08,2.5/3,0.79
241,58,盈禾,盘口3,1.11,2.5/3,0.77,1.08,2.5/3,0.79
242,58,18Bet,盘口1,1.05,2.5/3,0.85,0.85,2.5,1.04
243,58,18Bet,盘口2,1.11,2.5/3,0.80,1.10,2.5/3,0.81
244,58,立博,盘口1,0.87,2.5,0.91,0.80,2.5,1.00
245,58,立博,盘口2,0.29,1.5,2.60,0.25,1.5,2.80
246,58,立博,盘口3,2.25,3.5,0.33,2.00,3.5,0.36
247,58,立博,盘口4,0.06,0.5,10.00,0.05,0.5,12.00
248,59,韦德,盘口1,0.85,2/2.5,1.06,0.85,2/2.5,1.06
249,59,韦德,盘口2,1.10,2.5,0.80,1.10,2.5,0.80
250,59,韦德,盘口3,0.58,2,1.50,0.58,2,1.45
251,60,韦德,盘口1,1.02,2.5,0.88,1.02,2.5,0.88
252,60,韦德,盘口2,0.77,2/2.5,1.15,0.77,2/2.5,1.14
253,60,韦德,盘口3,1.30,2.5/3,0.67,1.30,2.5/3,0.67
254,61,ManbetX,盘口1,0.98,2.5,0.92,0.96,2.5,0.94
255,61,ManbetX,盘口2,1.20,2.5/3,0.73,1.20,2.5/3,0.73
256,61,ManbetX,盘口3,0.70,2/2.5,1.25,0.71,2/2.5,1.23
257,61,Crown,盘口1,0.86,2.5,1.00,0.94,2.5,0.92
258,61,Crown,盘口2,1.08,2.5/3,0.78,1.17,2.5/3,0.71
259,61,Crown,盘口3,0.70,2/2.5,1.19,0.70,2/2.5,1.19
260,61,Bet365,盘口1,1.07,2.5/3,0.83,0.94,2.5,0.96
261,61,韦德,盘口1,0.91,2.5,0.98,0.95,2.5,0.95
262,61,韦德,盘口2,1.15,2.5/3,0.75,1.20,2.5/3,0.73
263,61,韦德,盘口3,0.67,2/2.5,1.30,0.70,2/2.5,1.25
264,61,明陞,盘口1,1.05,2.5/3,0.85,0.90,2.5,1.00
265,61,明陞,盘口2,1.22,2.5/3,0.72,1.18,2.5/3,0.75
266,61,10BET,盘口1,1.03,2.5/3,0.84,0.90,2.5,0.94
267,61,10BET,盘口2,1.02,2.5/3,0.81,1.13,2.5/3,0.71
268,61,10BET,盘口3,0.61,2/2.5,1.33,0.67,2/2.5,1.22
269,61,10BET,盘口4,1.58,3,0.51,1.58,3,0.51
270,61,金宝博,盘口1,1.05,2.5/3,0.85,0.96,2.5,0.94
271,61,金宝博,盘口2,1.13,2.5/3,0.78,1.20,2.5/3,0.73
272,61,金宝博,盘口3,0.71,2/2.5,1.23,0.71,2/2.5,1.23
273,61,12bet,盘口1,1.05,2.5/3,0.85,0.90,2.5,1.00
274,61,12bet,盘口2,1.22,2.5/3,0.72,1.18,2.5/3,0.75
275,61,利记,盘口1,1.08,2.5/3,0.82,0.96,2.5,0.94
276,61,利记,盘口2,0.96,2.5,0.94,1.19,2.5/3,0.74
277,61,盈禾,盘口1,1.02,2.5/3,0.85,0.95,2.5,0.92
278,61,盈禾,盘口2,1.09,2.5/3,0.78,1.19,2.5/3,0.71
279,61,盈禾,盘口3,0.71,2/2.5,1.19,0.71,2/2.5,1.19
280,61,盈禾,盘口4,1.19,2.5/3,0.71,0.71,2/2.5,1.19
281,61,18Bet,盘口1,1.09,2.5/3,0.82,0.93,2.5,0.95
282,61,18Bet,盘口2,1.17,2.5/3,0.75,1.19,2.5/3,0.74
283,61,18Bet,盘口3,0.71,2/2.5,1.20,0.71,2/2.5,1.23
284,61,立博,盘口1,0.70,2.5,1.10,0.91,2.5,0.85
285,61,立博,盘口2,0.22,1.5,3.20,0.30,1.5,2.50
286,61,立博,盘口3,1.75,3.5,0.44,2.30,3.5,0.33
287,61,立博,盘口4,0.04,0.5,12.00,0.06,0.5,10.00
288,62,ManbetX,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
289,62,ManbetX,盘口2,1.26,2.5,0.69,1.26,2.5,0.69
290,62,ManbetX,盘口3,0.68,2,1.28,0.68,2,1.28
291,62,Crown,盘口1,0.96,2/2.5,0.90,0.96,2/2.5,0.90
292,62,Crown,盘口2,1.20,2.5,0.69,0.67,2,1.23
293,62,Crown,盘口3,1.20,2.5,0.69,1.20,2.5,0.69
294,62,Bet365,盘口1,1.25,2.5,0.70,0.98,2/2.5,0.92
295,62,韦德,盘口1,0.98,2/2.5,0.90,0.98,2/2.5,0.91
296,62,韦德,盘口2,0.70,2,1.25,1.25,2.5,0.70
297,62,韦德,盘口3,1.25,2.5,0.70,0.67,2,1.28
298,62,明陞,盘口1,1.11,2.5,0.80,0.97,2/2.5,0.93
299,62,明陞,盘口2,0.68,2,1.28,0.68,2,1.28
300,62,10BET,盘口1,1.08,2.5,0.79,0.96,2/2.5,0.89
301,62,10BET,盘口2,1.07,2.5,0.76,1.21,2.5,0.67
302,62,10BET,盘口3,0.57,2,1.42,1.24,2.5,0.66
303,62,10BET,盘口4,0.50,1.5/2,1.59,0.50,1.5/2,1.59
304,62,金宝博,盘口1,1.07,2.5,0.83,1.00,2/2.5,0.90
305,62,金宝博,盘口2,1.26,2.5,0.69,1.26,2.5,0.69
306,62,金宝博,盘口3,0.68,2,1.28,0.68,2,1.28
307,62,12bet,盘口1,1.11,2.5,0.80,0.97,2/2.5,0.93
308,62,12bet,盘口2,0.68,2,1.28,0.68,2,1.28
309,62,利记,盘口1,1.11,2.5,0.80,0.98,2/2.5,0.92
310,62,利记,盘口2,0.98,2/2.5,0.92,1.25,2.5,0.70
311,62,盈禾,盘口1,1.11,2.5,0.77,0.97,2/2.5,0.90
312,62,盈禾,盘口2,1.21,2.5,0.69,1.21,2.5,0.69
313,62,盈禾,盘口3,1.21,2.5,0.69,0.68,2,1.24
314,62,18Bet,盘口1,1.28,2.5,0.69,0.97,2/2.5,0.91
315,62,18Bet,盘口2,1.23,2.5,0.70,1.26,2.5,0.70
316,62,18Bet,盘口3,0.68,2,1.25,0.68,2,1.28
317,62,立博,盘口1,1.10,2.5,0.73,1.25,2.5,0.62
318,62,立博,盘口2,0.36,1.5,2.10,0.40,1.5,1.80
319,62,立博,盘口3,2.70,3.5,0.29,3.20,3.5,0.22
320,62,立博,盘口4,0.07,0.5,8.00,0.09,0.5,7.00
321,63,ManbetX,盘口1,0.99,2/2.5,0.91,0.99,2/2.5,0.91
322,63,ManbetX,盘口2,0.69,2,1.26,0.69,2,1.26
323,63,Crown,盘口1,0.98,2/2.5,0.88,0.98,2/2.5,0.88
324,63,Crown,盘口2,0.68,2,1.21,0.68,2,1.21
325,63,Bet365,盘口1,0.99,2/2.5,0.91,0.99,2/2.5,0.91
326,63,韦德,盘口1,0.98,2/2.5,0.90,1.02,2/2.5,0.89
327,63,韦德,盘口2,0.70,2,1.25,0.70,2,1.22
328,63,韦德,盘口3,1.25,2.5,0.70,1.28,2.5,0.67
329,63,明陞,盘口1,0.98,2/2.5,0.92,0.98,2/2.5,0.92
330,63,10BET,盘口1,0.96,2/2.5,0.90,0.97,2/2.5,0.88
331,63,10BET,盘口2,0.67,2,1.21,0.67,2,1.21
332,63,10BET,盘口3,1.26,2.5,0.64,1.26,2.5,0.64
333,63,10BET,盘口4,0.50,1.5/2,1.60,0.50,1.5/2,1.60
334,63,金宝博,盘口1,0.99,2/2.5,0.91,0.99,2/2.5,0.91
335,63,金宝博,盘口2,0.69,2,1.26,0.69,2,1.26
336,63,12bet,盘口1,0.98,2/2.5,0.92,0.98,2/2.5,0.92
