id,process_id,company,pankou,chupan_bigball_rating,chupan_pankou,chupan_smallball_rating,instant_bigball_rating,instant_pankou,instant_smallball_rating
337,63,利记,盘口1,1.00,2/2.5,0.90,1.00,2/2.5,0.90
338,63,盈禾,盘口1,0.99,2/2.5,0.88,0.99,2/2.5,0.88
339,63,盈禾,盘口2,0.69,2,1.22,0.69,2,1.22
340,63,盈禾,盘口3,0.69,2,1.22,0.69,2,1.22
341,63,18Bet,盘口1,0.98,2/2.5,0.92,0.98,2/2.5,0.90
342,63,18Bet,盘口2,0.69,2,1.23,0.69,2,1.26
343,63,立博,盘口1,1.05,2.5,0.75,1.25,2.5,0.62
344,63,立博,盘口2,0.33,1.5,2.20,0.25,1.5,2.80
345,63,立博,盘口3,2.60,3.5,0.29,3.20,3.5,0.22
346,63,立博,盘口4,0.07,0.5,8.50,0.05,0.5,12.00
347,64,ManbetX,盘口1,0.91,2.5,0.99,0.92,2.5,0.98
348,64,ManbetX,盘口2,1.16,2.5/3,0.76,1.16,2.5/3,0.76
349,64,Crown,盘口1,0.90,2.5,0.96,0.90,2.5,0.96
350,64,Crown,盘口2,1.12,2.5/3,0.75,1.12,2.5/3,0.75
351,64,Bet365,盘口1,0.93,2.5,0.97,0.93,2.5,0.97
352,64,韦德,盘口1,0.91,2.5,0.98,0.92,2.5,0.95
353,64,韦德,盘口2,1.15,2.5/3,0.75,1.15,2.5/3,0.75
354,64,韦德,盘口3,0.70,2/2.5,1.28,0.67,2/2.5,1.25
355,64,明陞,盘口1,0.90,2.5,1.00,0.94,2.5,0.96
356,64,10BET,盘口1,0.87,2.5,0.98,0.91,2.5,0.94
357,64,10BET,盘口2,1.14,2.5/3,0.70,1.12,2.5/3,0.72
358,64,10BET,盘口3,0.67,2/2.5,1.22,0.67,2/2.5,1.22
359,64,10BET,盘口4,1.59,3,0.50,1.59,3,0.50
360,64,金宝博,盘口1,0.91,2.5,0.99,0.92,2.5,0.98
361,64,金宝博,盘口2,1.16,2.5/3,0.76,1.16,2.5/3,0.76
362,64,12bet,盘口1,0.90,2.5,1.00,0.94,2.5,0.96
363,64,利记,盘口1,0.93,2.5,0.97,0.93,2.5,0.97
364,64,盈禾,盘口1,0.91,2.5,0.96,0.91,2.5,0.96
365,64,盈禾,盘口2,1.13,2.5/3,0.75,1.13,2.5/3,0.75
366,64,盈禾,盘口3,1.13,2.5/3,0.75,1.13,2.5/3,0.75
367,64,18Bet,盘口1,0.90,2.5,1.00,0.92,2.5,0.96
368,64,18Bet,盘口2,1.13,2.5/3,0.76,1.16,2.5/3,0.76
369,64,立博,盘口1,0.87,2.5,0.91,0.87,2.5,0.91
370,64,立博,盘口2,0.29,1.5,2.60,0.29,1.5,2.60
371,64,立博,盘口3,2.20,3.5,0.33,3.20,3.5,0.22
372,64,立博,盘口4,0.06,0.5,10.00,0.06,0.5,10.00
373,65,韦德,盘口1,0.95,2/2.5,0.95,0.98,2/2.5,0.91
374,65,韦德,盘口2,1.20,2.5,0.73,0.70,2,1.25
375,65,韦德,盘口3,0.67,2,1.30,1.25,2.5,0.70
376,65,立博,盘口1,1.20,2.5,0.67,1.20,2.5,0.67
377,65,立博,盘口2,0.40,1.5,1.90,0.40,1.5,1.90
378,65,立博,盘口3,3.00,3.5,0.22,3.00,3.5,0.22
379,65,立博,盘口4,0.08,0.5,7.50,0.08,0.5,7.50
380,66,韦德,盘口1,0.85,2/2.5,1.06,0.85,2/2.5,1.06
381,66,韦德,盘口2,1.10,2.5,0.80,1.10,2.5,0.80
382,66,韦德,盘口3,0.60,2,1.50,0.58,2,1.45
383,67,ManbetX,盘口1,0.98,2/2.5,0.92,0.98,2/2.5,0.92
384,67,ManbetX,盘口2,1.21,2.5,0.72,1.25,2.5,0.70
385,67,ManbetX,盘口3,0.68,2,1.28,0.68,2,1.28
386,67,Crown,盘口1,0.91,2/2.5,0.95,0.96,2/2.5,0.90
387,67,Crown,盘口2,1.14,2.5,0.73,0.67,2,1.23
388,67,Crown,盘口3,1.21,2.5,0.68,1.20,2.5,0.69
389,67,Bet365,盘口1,0.95,2/2.5,0.95,0.98,2/2.5,0.92
390,67,韦德,盘口1,0.91,2/2.5,0.95,0.98,2/2.5,0.91
391,67,韦德,盘口2,1.20,2.5,0.73,1.25,2.5,0.70
392,67,韦德,盘口3,0.65,2,1.38,0.67,2,1.28
393,67,明陞,盘口1,0.90,2/2.5,1.00,0.98,2/2.5,0.92
394,67,明陞,盘口2,0.70,2,1.25,0.70,2,1.25
395,67,10BET,盘口1,0.87,2/2.5,0.98,0.96,2/2.5,0.90
396,67,10BET,盘口2,1.15,2.5,0.70,0.68,2,1.19
397,67,10BET,盘口3,0.60,2,1.34,0.60,2,1.34
398,67,10BET,盘口4,1.52,2.5/3,0.52,1.52,2.5/3,0.52
399,67,金宝博,盘口1,0.88,2/2.5,1.02,0.98,2/2.5,0.92
400,67,金宝博,盘口2,1.16,2.5,0.76,1.25,2.5,0.70
401,67,金宝博,盘口3,0.68,2,1.28,0.68,2,1.28
402,67,12bet,盘口1,0.90,2/2.5,1.00,0.98,2/2.5,0.92
403,67,12bet,盘口2,0.70,2,1.25,0.70,2,1.25
404,67,利记,盘口1,0.92,2/2.5,0.98,0.98,2/2.5,0.92
405,67,利记,盘口2,0.72,2,1.21,0.72,2,1.21
406,67,盈禾,盘口1,0.89,2/2.5,0.98,0.97,2/2.5,0.90
407,67,盈禾,盘口2,1.16,2.5,0.73,1.21,2.5,0.69
408,67,盈禾,盘口3,0.68,2,1.24,0.68,2,1.24
409,67,18Bet,盘口1,0.95,2/2.5,0.95,0.97,2/2.5,0.91
410,67,18Bet,盘口2,1.23,2.5,0.69,0.70,2,1.25
411,67,18Bet,盘口3,0.68,2,1.25,1.25,2.5,0.70
412,67,立博,盘口1,0.75,2.5,1.00,1.25,2.5,0.62
413,67,立博,盘口2,0.25,1.5,2.90,0.40,1.5,1.90
414,67,立博,盘口3,1.90,3.5,0.40,3.20,3.5,0.22
415,67,立博,盘口4,0.05,0.5,12.00,0.08,0.5,7.50
416,68,ManbetX,盘口1,1.00,2/2.5,0.90,1.02,2/2.5,0.88
417,68,ManbetX,盘口2,1.26,2.5,0.69,1.29,2.5,0.67
418,68,ManbetX,盘口3,0.68,2,1.28,0.69,2,1.26
419,68,Crown,盘口1,0.94,2/2.5,0.92,0.98,2/2.5,0.88
420,68,Crown,盘口2,1.19,2.5,0.70,0.68,2,1.21
421,68,Crown,盘口3,1.20,2.5,0.69,1.23,2.5,0.67
422,68,Bet365,盘口1,1.25,2.5,0.70,1.00,2/2.5,0.90
423,68,韦德,盘口1,0.98,2/2.5,0.91,1.00,2/2.5,0.90
424,68,韦德,盘口2,1.25,2.5,0.70,0.70,2,1.25
425,68,韦德,盘口3,0.70,2,1.28,1.28,2.5,0.67
426,68,明陞,盘口1,1.05,2.5,0.85,1.00,2/2.5,0.90
427,68,明陞,盘口2,0.70,2,1.25,0.70,2,1.25
428,68,10BET,盘口1,1.03,2.5,0.84,0.97,2/2.5,0.88
429,68,10BET,盘口2,1.04,2.5,0.79,0.67,2,1.21
430,68,10BET,盘口3,0.56,2,1.43,0.65,2,1.25
431,68,10BET,盘口4,0.49,1.5/2,1.63,0.49,1.5/2,1.62
432,68,金宝博,盘口1,1.07,2.5,0.83,1.02,2/2.5,0.88
433,68,金宝博,盘口2,1.25,2.5,0.70,1.29,2.5,0.67
434,68,金宝博,盘口3,0.68,2,1.28,0.69,2,1.26
435,68,12bet,盘口1,1.05,2.5,0.85,1.00,2/2.5,0.90
436,68,12bet,盘口2,0.70,2,1.25,0.70,2,1.25
437,68,利记,盘口1,1.09,2.5,0.81,0.98,2/2.5,0.92
438,68,利记,盘口2,0.98,2/2.5,0.92,1.25,2.5,0.70
439,68,盈禾,盘口1,1.11,2.5,0.77,0.99,2/2.5,0.88
440,68,盈禾,盘口2,1.20,2.5,0.70,1.24,2.5,0.67
441,68,盈禾,盘口3,0.68,2,1.24,0.69,2,1.22
442,68,盈禾,盘口4,0.68,2,1.24,0.69,2,1.22
443,68,18Bet,盘口1,1.26,2.5,0.70,0.99,2/2.5,0.89
444,68,18Bet,盘口2,1.22,2.5,0.71,0.70,2,1.26
445,68,18Bet,盘口3,0.68,2,1.25,1.27,2.5,0.69
446,68,立博,盘口1,1.00,2.5,0.80,1.30,2.5,0.62
447,68,立博,盘口2,0.33,1.5,2.30,0.40,1.5,1.80
448,68,立博,盘口3,2.40,3.5,0.30,3.25,3.5,0.22
449,68,立博,盘口4,0.06,0.5,9.00,0.09,0.5,7.00
450,69,ManbetX,盘口1,0.92,2/2.5,0.98,0.90,2/2.5,1.00
451,69,ManbetX,盘口2,1.19,2.5,0.74,1.19,2.5,0.74
452,69,Crown,盘口1,0.90,2/2.5,0.96,0.89,2/2.5,0.97
453,69,Crown,盘口2,1.14,2.5,0.73,1.14,2.5,0.73
454,69,Bet365,盘口1,0.91,2/2.5,0.99,0.90,2/2.5,1.00
455,69,韦德,盘口1,0.91,2/2.5,0.98,0.91,2/2.5,0.98
456,69,韦德,盘口2,1.18,2.5,0.75,1.18,2.5,0.75
457,69,韦德,盘口3,0.62,2,1.40,0.62,2,1.35
458,69,明陞,盘口1,0.90,2/2.5,1.00,0.90,2/2.5,1.00
459,69,10BET,盘口1,0.87,2/2.5,0.98,0.87,2/2.5,0.98
460,69,10BET,盘口2,1.11,2.5,0.74,1.10,2.5,0.74
461,69,10BET,盘口3,0.57,2,1.40,0.57,2,1.40
462,69,10BET,盘口4,1.46,2.5/3,0.54,1.46,2.5/3,0.54
463,69,金宝博,盘口1,0.91,2/2.5,0.99,0.90,2/2.5,1.00
464,69,金宝博,盘口2,1.16,2.5,0.76,1.19,2.5,0.74
465,69,12bet,盘口1,0.90,2/2.5,1.00,0.90,2/2.5,1.00
466,69,利记,盘口1,0.91,2/2.5,0.99,0.91,2/2.5,0.99
467,69,盈禾,盘口1,0.91,2/2.5,0.96,0.90,2/2.5,0.97
468,69,盈禾,盘口2,1.16,2.5,0.73,1.16,2.5,0.73
469,69,盈禾,盘口3,1.16,2.5,0.73,1.16,2.5,0.73
470,69,18Bet,盘口1,0.90,2/2.5,1.00,0.89,2/2.5,0.99
471,69,18Bet,盘口2,1.16,2.5,0.74,1.19,2.5,0.74
472,69,立博,盘口1,1.10,2.5,0.70,1.15,2.5,0.67
473,69,立博,盘口2,0.36,1.5,2.10,0.36,1.5,2.00
474,69,立博,盘口3,2.80,3.5,0.25,2.90,3.5,0.25
475,69,立博,盘口4,0.07,0.5,8.00,0.08,0.5,8.00
476,70,ManbetX,盘口1,0.81,2,1.09,0.82,2,1.08
477,70,ManbetX,盘口2,1.11,2/2.5,0.80,1.13,2/2.5,0.78
478,70,Crown,盘口1,1.06,2/2.5,0.80,0.82,2,1.04
479,70,Crown,盘口2,0.76,2,1.11,1.12,2/2.5,0.75
480,70,Bet365,盘口1,1.09,2/2.5,0.81,1.12,2/2.5,0.78
481,70,韦德,盘口1,1.08,2/2.5,0.83,0.83,2,1.08
482,70,韦德,盘口2,0.77,2,1.15,1.12,2/2.5,0.77
483,70,韦德,盘口3,1.38,2.5,0.65,0.62,1.5/2,1.40
484,70,明陞,盘口1,1.05,2/2.5,0.85,1.12,2/2.5,0.79
485,70,10BET,盘口1,1.03,2/2.5,0.84,1.10,2/2.5,0.78
486,70,10BET,盘口2,0.74,2,1.11,0.74,2,1.10
487,70,10BET,盘口3,1.36,2.5,0.59,1.36,2.5,0.59
488,70,10BET,盘口4,0.54,1.5/2,1.48,0.54,1.5/2,1.48
489,70,金宝博,盘口1,1.07,2/2.5,0.83,0.82,2,1.08
490,70,金宝博,盘口2,0.77,2,1.14,1.13,2/2.5,0.78
491,70,12bet,盘口1,1.05,2/2.5,0.85,1.12,2/2.5,0.79
492,70,利记,盘口1,1.07,2/2.5,0.83,1.14,2/2.5,0.77
493,70,盈禾,盘口1,1.07,2/2.5,0.80,0.83,2,1.04
494,70,盈禾,盘口2,0.77,2,1.11,1.13,2/2.5,0.75
495,70,18Bet,盘口1,1.05,2/2.5,0.85,0.82,2,1.08
496,70,18Bet,盘口2,1.13,2/2.5,0.78,1.13,2/2.5,0.78
497,70,立博,盘口1,1.38,2.5,0.57,1.40,2.5,0.53
498,70,立博,盘口2,0.44,1.5,1.70,0.44,1.5,1.65
499,70,立博,盘口3,3.50,3.5,0.20,3.60,3.5,0.18
500,70,立博,盘口4,0.10,0.5,6.50,0.10,0.5,6.50
501,71,韦德,盘口1,1.10,2/2.5,0.80,1.10,2/2.5,0.80
502,71,韦德,盘口2,0.77,2,1.14,0.80,2,1.12
503,71,韦德,盘口3,1.40,2.5,0.65,0.60,1.5/2,1.45
504,72,韦德,盘口1,0.87,2.5/3,1.02,0.87,2.5/3,1.02
505,72,韦德,盘口2,1.14,3,0.77,1.14,3,0.77
506,72,韦德,盘口3,0.70,2.5,1.28,0.70,2.5,1.25
507,73,ManbetX,盘口1,0.90,2,1.00,0.89,2,1.01
508,73,ManbetX,盘口2,1.21,2/2.5,0.72,1.20,2/2.5,0.73
509,73,ManbetX,盘口3,0.64,1.5/2,1.35,0.65,1.5/2,1.33
510,73,Crown,盘口1,0.82,2,1.04,0.88,2,0.98
511,73,Crown,盘口2,1.12,2/2.5,0.75,0.64,1.5/2,1.28
512,73,Crown,盘口3,1.16,2/2.5,0.72,1.19,2/2.5,0.70
513,73,Bet365,盘口1,1.12,2/2.5,0.78,0.90,2,1.00
514,73,韦德,盘口1,0.85,2,1.05,0.88,2,1.02
515,73,韦德,盘口2,1.18,2/2.5,0.75,1.20,2/2.5,0.73
516,73,韦德,盘口3,0.65,1.5/2,1.38,0.65,1.5/2,1.35
517,73,明陞,盘口1,1.11,2/2.5,0.80,0.89,2,1.01
518,73,明陞,盘口2,1.18,2/2.5,0.75,1.18,2/2.5,0.75
519,73,10BET,盘口1,1.08,2/2.5,0.79,0.86,2,0.99
520,73,10BET,盘口2,1.07,2/2.5,0.76,1.14,2/2.5,0.70
521,73,10BET,盘口3,1.40,2.5,0.58,0.61,1.5/2,1.33
522,73,10BET,盘口4,1.52,2.5,0.52,1.52,2.5,0.53
523,73,金宝博,盘口1,1.07,2/2.5,0.83,0.89,2,1.01
524,73,金宝博,盘口2,1.17,2/2.5,0.75,1.20,2/2.5,0.73
525,73,金宝博,盘口3,0.64,1.5/2,1.35,0.65,1.5/2,1.33
526,73,12bet,盘口1,1.11,2/2.5,0.80,0.89,2,1.01
527,73,12bet,盘口2,1.18,2/2.5,0.75,1.18,2/2.5,0.75
528,73,利记,盘口1,1.11,2/2.5,0.80,0.90,2,1.00
529,73,利记,盘口2,0.90,2,1.00,1.16,2/2.5,0.76
530,73,盈禾,盘口1,1.04,2/2.5,0.83,0.89,2,0.98
531,73,盈禾,盘口2,1.13,2/2.5,0.75,1.20,2/2.5,0.70
532,73,盈禾,盘口3,0.64,1.5/2,1.30,0.65,1.5/2,1.28
533,73,盈禾,盘口4,0.65,1.5/2,1.28,0.65,1.5/2,1.28
534,73,18Bet,盘口1,1.14,2/2.5,0.78,0.88,2,1.00
535,73,18Bet,盘口2,1.17,2/2.5,0.75,1.18,2/2.5,0.75
536,73,18Bet,盘口3,0.64,1.5/2,1.31,0.65,1.5/2,1.33
537,73,立博,盘口1,1.20,2.5,0.67,1.45,2.5,0.53
538,73,立博,盘口2,0.40,1.5,1.90,0.50,1.5,1.62
539,73,立博,盘口3,3.00,3.5,0.22,3.75,3.5,0.18
540,73,立博,盘口4,0.08,0.5,7.50,0.10,0.5,6.00
541,74,ManbetX,盘口1,0.90,2.5,1.00,0.89,2.5,1.01
542,74,ManbetX,盘口2,1.12,2.5/3,0.79,1.11,2.5/3,0.80
543,74,ManbetX,盘口3,0.65,2/2.5,1.33,0.65,2/2.5,1.33
544,74,Crown,盘口1,1.01,2.5/3,0.85,0.86,2.5,1.00
545,74,Crown,盘口2,0.79,2.5,1.07,1.08,2.5/3,0.78
546,74,Crown,盘口3,1.11,2.5/3,0.76,0.64,2/2.5,1.28
547,74,Bet365,盘口1,1.05,2.5/3,0.85,0.88,2.5,1.02
548,74,韦德,盘口1,1.02,2.5/3,0.85,0.88,2.5,1.02
549,74,韦德,盘口2,0.83,2.5,1.08,1.08,2.5/3,0.80
550,74,韦德,盘口3,1.40,3,0.62,0.65,2/2.5,1.35
551,74,明陞,盘口1,0.90,2.5/3,1.00,0.83,2.5,1.08
552,74,明陞,盘口2,0.83,2.5,1.08,1.06,2.5/3,0.84
553,74,10BET,盘口1,0.87,2.5/3,0.98,0.84,2.5,1.03
554,74,10BET,盘口2,0.74,2.5,1.10,1.04,2.5/3,0.78
555,74,10BET,盘口3,1.24,3,0.66,1.37,3,0.59
556,74,10BET,盘口4,0.58,2/2.5,1.38,0.58,2/2.5,1.38
557,74,金宝博,盘口1,1.05,2.5/3,0.85,0.89,2.5,1.01
558,74,金宝博,盘口2,0.82,2.5,1.08,1.11,2.5/3,0.80
559,74,金宝博,盘口3,0.67,2/2.5,1.29,0.65,2/2.5,1.33
560,74,12bet,盘口1,0.90,2.5/3,1.00,0.83,2.5,1.08
561,74,12bet,盘口2,0.83,2.5,1.08,1.06,2.5/3,0.84
562,74,利记,盘口1,0.94,2.5/3,0.96,0.86,2.5,1.04
563,74,利记,盘口2,0.86,2.5,1.04,1.09,2.5/3,0.81
564,74,盈禾,盘口1,1.02,2.5/3,0.85,0.87,2.5,1.00
565,74,盈禾,盘口2,0.80,2.5,1.07,1.09,2.5/3,0.78
566,74,盈禾,盘口3,0.67,2/2.5,1.25,0.65,2/2.5,1.28
567,74,盈禾,盘口4,0.65,2/2.5,1.28,0.65,2/2.5,1.28
568,74,18Bet,盘口1,1.05,2.5/3,0.86,0.85,2.5,1.03
569,74,18Bet,盘口2,1.09,2.5/3,0.81,1.08,2.5/3,0.81
570,74,18Bet,盘口3,0.67,2/2.5,1.26,0.65,2/2.5,1.33
571,74,立博,盘口1,0.73,2.5,1.05,0.85,2.5,0.91
572,74,立博,盘口2,0.22,1.5,3.00,0.50,1.5,1.62
573,74,立博,盘口3,1.80,3.5,0.40,2.10,3.5,0.36
574,74,立博,盘口4,0.05,0.5,12.00,0.06,0.5,11.00
575,75,ManbetX,盘口1,0.86,2.5/3,1.04,0.86,2.5/3,1.04
576,75,ManbetX,盘口2,1.14,3,0.77,1.14,3,0.77
577,75,Crown,盘口1,1.12,3,0.75,0.85,2.5/3,1.01
578,75,Crown,盘口2,1.12,3,0.75,1.11,3,0.76
579,75,Bet365,盘口1,1.16,3,0.76,0.84,2.5/3,1.06
580,75,韦德,盘口1,0.87,2.5/3,1.02,0.83,2.5/3,1.08
581,75,韦德,盘口2,1.14,3,0.77,1.08,3,0.80
582,75,韦德,盘口3,0.70,2.5,1.28,0.67,2.5,1.30
583,75,明陞,盘口1,1.09,3,0.82,0.83,2.5/3,1.08
584,75,10BET,盘口1,1.06,3,0.80,0.83,2.5/3,1.03
585,75,10BET,盘口2,1.05,3,0.77,1.08,3,0.75
586,75,10BET,盘口3,0.66,2.5,1.23,0.66,2.5,1.23
587,75,10BET,盘口4,1.38,3/3.5,0.58,1.38,3/3.5,0.58
588,75,金宝博,盘口1,1.07,3,0.83,0.86,2.5/3,1.04
589,75,金宝博,盘口2,1.16,3,0.76,1.14,3,0.77
590,75,12bet,盘口1,1.09,3,0.82,0.83,2.5/3,1.08
591,75,利记,盘口1,1.11,3,0.80,1.17,3,0.75
592,75,盈禾,盘口1,1.07,3,0.80,0.86,2.5/3,1.01
593,75,盈禾,盘口2,1.13,3,0.75,1.12,3,0.76
594,75,18Bet,盘口1,1.08,3,0.82,0.84,2.5/3,1.05
595,75,18Bet,盘口2,1.16,3,0.76,1.16,3,0.76
596,75,立博,盘口1,0.67,2.5,1.15,0.62,2.5,1.25
597,75,立博,盘口2,0.22,1.5,3.33,0.20,1.5,3.50
598,75,立博,盘口3,1.65,3.5,0.44,2.90,3.5,0.25
599,75,立博,盘口4,0.04,0.5,14.00,0.04,0.5,14.00
600,76,ManbetX,盘口1,0.80,2,1.11,0.80,2,1.11
601,76,ManbetX,盘口2,1.12,2/2.5,0.79,1.12,2/2.5,0.79
602,76,Crown,盘口1,1.06,2/2.5,0.80,0.79,2,1.07
603,76,Crown,盘口2,1.08,2/2.5,0.78,1.08,2/2.5,0.78
604,76,Bet365,盘口1,1.11,2/2.5,0.79,1.11,2/2.5,0.79
605,76,韦德,盘口1,1.08,2/2.5,0.83,0.80,2,1.10
606,76,韦德,盘口2,0.77,2,1.15,1.12,2/2.5,0.77
607,76,韦德,盘口3,1.38,2.5,0.65,0.62,1.5/2,1.40
608,76,明陞,盘口1,1.05,2/2.5,0.85,1.14,2/2.5,0.78
609,76,10BET,盘口1,1.03,2/2.5,0.84,0.80,2,1.07
610,76,10BET,盘口2,1.08,2/2.5,0.76,1.08,2/2.5,0.76
611,76,10BET,盘口3,1.41,2.5,0.57,1.41,2.5,0.57
612,76,10BET,盘口4,0.56,1.5/2,1.42,0.56,1.5/2,1.42
613,76,金宝博,盘口1,1.07,2/2.5,0.83,0.80,2,1.11
614,76,金宝博,盘口2,1.12,2/2.5,0.79,1.12,2/2.5,0.79
615,76,12bet,盘口1,1.05,2/2.5,0.85,1.14,2/2.5,0.78
616,76,利记,盘口1,1.11,2/2.5,0.80,1.11,2/2.5,0.80
617,76,盈禾,盘口1,1.07,2/2.5,0.80,0.80,2,1.07
618,76,盈禾,盘口2,1.09,2/2.5,0.78,1.09,2/2.5,0.78
619,76,18Bet,盘口1,1.05,2/2.5,0.85,0.80,2,1.11
620,76,18Bet,盘口2,1.11,2/2.5,0.79,1.12,2/2.5,0.79
621,76,立博,盘口1,1.35,2.5,0.57,1.35,2.5,0.57
622,76,立博,盘口2,0.44,1.5,1.70,0.44,1.5,1.70
623,76,立博,盘口3,3.50,3.5,0.20,3.50,3.5,0.20
624,76,立博,盘口4,0.09,0.5,6.50,0.10,0.5,6.50
625,77,韦德,盘口1,0.95,2.5,0.95,0.95,2.5,0.95
626,77,韦德,盘口2,1.20,2.5/3,0.73,1.20,2.5/3,0.73
627,77,韦德,盘口3,0.70,2/2.5,1.25,0.70,2/2.5,1.22
628,78,韦德,盘口1,1.02,2/2.5,0.89,1.02,2/2.5,0.87
629,78,韦德,盘口2,0.73,2,1.22,0.73,2,1.20
630,78,韦德,盘口3,1.30,2.5,0.67,1.30,2.5,0.67
631,79,ManbetX,盘口1,0.87,2.5,1.03,0.87,2.5,1.03
632,79,ManbetX,盘口2,1.13,2.5/3,0.78,1.12,2.5/3,0.79
633,79,ManbetX,盘口3,0.65,2/2.5,1.33,0.65,2/2.5,1.33
634,79,Crown,盘口1,0.86,2.5,1.00,0.86,2.5,1.00
635,79,Crown,盘口2,1.08,2.5/3,0.78,0.64,2/2.5,1.28
636,79,Crown,盘口3,0.66,2/2.5,1.25,1.08,2.5/3,0.78
637,79,Bet365,盘口1,1.11,2.5/3,0.79,0.87,2.5,1.03
638,79,韦德,盘口1,0.87,2.5,1.02,0.88,2.5,1.02
639,79,韦德,盘口2,1.10,2.5/3,0.80,1.08,2.5/3,0.80
640,79,韦德,盘口3,0.65,2/2.5,1.35,0.65,2/2.5,1.35
641,79,明陞,盘口1,1.11,2.5/3,0.80,0.84,2.5,1.06
642,79,明陞,盘口2,0.83,2.5,1.08,1.09,2.5/3,0.82
643,79,10BET,盘口1,1.08,2.5/3,0.79,0.85,2.5,1.01
644,79,10BET,盘口2,1.05,2.5/3,0.77,1.06,2.5/3,0.76
645,79,10BET,盘口3,0.60,2/2.5,1.35,0.60,2/2.5,1.35
646,79,10BET,盘口4,1.41,3,0.57,1.41,3,0.57
647,79,金宝博,盘口1,1.13,2.5/3,0.78,0.87,2.5,1.03
648,79,金宝博,盘口2,1.13,2.5/3,0.78,1.12,2.5/3,0.79
649,79,金宝博,盘口3,0.67,2/2.5,1.29,0.65,2/2.5,1.33
650,79,12bet,盘口1,1.11,2.5/3,0.80,0.84,2.5,1.06
651,79,12bet,盘口2,0.83,2.5,1.08,1.09,2.5/3,0.82
652,79,利记,盘口1,1.11,2.5/3,0.80,0.86,2.5,1.04
653,79,利记,盘口2,0.86,2.5,1.04,1.11,2.5/3,0.80
654,79,盈禾,盘口1,1.09,2.5/3,0.78,0.87,2.5,1.00
655,79,盈禾,盘口2,1.09,2.5/3,0.78,1.09,2.5/3,0.78
656,79,盈禾,盘口3,0.67,2/2.5,1.25,0.65,2/2.5,1.28
657,79,盈禾,盘口4,1.09,2.5/3,0.78,1.09,2.5/3,0.78
658,79,18Bet,盘口1,1.11,2.5/3,0.80,0.85,2.5,1.03
659,79,18Bet,盘口2,1.11,2.5/3,0.79,1.10,2.5/3,0.80
660,79,18Bet,盘口3,0.67,2/2.5,1.26,0.65,2/2.5,1.33
661,79,立博,盘口1,0.80,2.5,0.95,0.83,2.5,0.95
662,79,立博,盘口2,0.25,1.5,2.80,0.25,1.5,2.75
663,79,立博,盘口3,2.00,3.5,0.36,2.00,3.5,0.36
664,79,立博,盘口4,0.05,0.5,11.00,0.05,0.5,11.00
665,80,ManbetX,盘口1,1.05,2/2.5,0.85,1.06,2/2.5,0.84
666,80,ManbetX,盘口2,0.75,2,1.17,0.76,2,1.16
667,80,ManbetX,盘口3,1.33,2.5,0.65,1.33,2.5,0.65
668,80,Crown,盘口1,1.01,2/2.5,0.85,1.02,2/2.5,0.84
669,80,Crown,盘口2,0.72,2,1.16,1.26,2.5,0.65
670,80,Crown,盘口3,0.71,2,1.17,0.72,2,1.16
671,80,Bet365,盘口1,1.02,2/2.5,0.88,1.04,2/2.5,0.86
672,80,韦德,盘口1,1.06,2/2.5,0.85,1.05,2/2.5,0.85
673,80,韦德,盘口2,0.75,2,1.18,0.75,2,1.18
